Company,CrunchBase Profile,Image,Tagline,Year Founded,Market Categories,Address (HQ),City (HQ),State / Region (HQ),Country (HQ),Description,Homepage,Twitter,Acquired by,Acquisitions ID,API
PostPath,http://www.crunchbase.com/organization/postpath,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397192053/0bb4d705f5a40dce391df7b135d9c80a.png",PostPath develops email and collaboration servers and products for corporate messaging and collaboration environments.,2003,Messaging,"444 Castro St., Suite 200, Mountain View, California, United States",Mountain View,California,United States,"PostPath, Inc. develops email and collaboration servers for corporate messaging and collaboration environments. Its products include The PostPath Server, a Linux-based enterprise-email and collaboration server, which provide live and incremental backup and granular restore; PostPath WebMail, which provides AJAX browser-based access to email, calendar, contacts, and collaboration data; PostPath Web Configuration Tool, which provides GUI based and access-controlled administration; and PostPath Remote Office Extensions. The company was founded in 2003 as Apptran Software, Inc. and changed its name to PostPath, Inc. in 2006. PostPath, Inc. is headquartered in Mountain View, California. As of September 17, 2008, PostPath, Inc. operates as a subsidiary of Cisco Systems, Inc.",http://www.postpath.com,,Cisco Systems,Cisco acquired PostPath in 2008,http://api.crunchbase.com/v/2/organization/postpath?user_key=0ebdc8274e821149894a240090945265
Precept Software,http://www.crunchbase.com/organization/precept-software,,"Precept Software is a developer and marketer of network multimedia software. The company was founded in 1995 and is based in Palo Alto,",1995,Software,"Palo Alto, California, United States",Palo Alto,California,United States,"Precept Software is a developer and marketer of network multimedia software. The company was founded in 1995 and is based in Palo Alto, California.",,,Cisco Systems,Cisco acquired Precept Software in 1998,http://api.crunchbase.com/v/2/organization/precept-software?user_key=0ebdc8274e821149894a240090945265
Protego Networks,http://www.crunchbase.com/organization/protego-networks,,"Protego Networks provides network security appliances to enable organizations to identify, manage, and eliminate network attacks.",2002,,"995 Stewart Drive, Sunnyvale, California, United States",Sunnyvale,California,United States,"Protego Networks provides network security appliances to enable organizations to identify, manage, and eliminate network attacks. The company's products correlate security event data, provide a graphical view of the source of an attack and affected systems, integrate and consolidate security event information from varies security products, and offer advice to mitigate the attack. It serves financial services, manufacturing, managed services, health industrial, and government organizations internationally. The company was founded in 2002 and is based in Sunnyvale, California.",,,Cisco Systems,Cisco acquired Protego Networks in 2004,http://api.crunchbase.com/v/2/organization/protego-networks?user_key=0ebdc8274e821149894a240090945265
Psionic Software,http://www.crunchbase.com/organization/psionic-software,,Psionic Software was added to CrunchBase in 2010,,,,,,,,,,Cisco Systems,Cisco acquired Psionic Software in 2002,http://api.crunchbase.com/v/2/organization/psionic-software?user_key=0ebdc8274e821149894a240090945265
Pure Digital Technologies,http://www.crunchbase.com/organization/pure-digital-technologies,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397185665/6481fe3dd3f38603c79043b0e0bacd80.png","Pure Digital Technologies provides imaging solutions for the mass market, including the Flip Video series of digital camcorders.",2001,"Video Streaming, Social Network Media, Hardware + Software, Video","120 Theory Drive, Irvine, California, United States",Irvine,California,United States,"Pure Digital Technologies is the provider of innovative imaging solutions for the mass market, including the Flip Video family of digital camcorders.The Flip Video camera is a simple digital camcorder designed especially for Internet video sharing. The camera contains on-board software enabling one-click uploads to YouTube, AOL Video, MySpace and other websites. The latest model, the Flip Ultra, has been the best-selling camcorder on Amazon.com since the day of its debut, capturing about 13% of the camcorder market.It captures video in 640x480 resolution at 30 frames per second. It uses 2 AA batteries. It lacks a memory card extension slot but can be connected to a computer with its pop-out USB connector, without the need for a cable. It is simple to use, lacking most of the features of more advanced cameras. Depending on memory size, the current ""Ultra"" model camera retails for $150 1 GB flash memory for about 30 minutes of video or $180 s2 GB flash memory.Pure Digital Technologies was acquired in 2009 by Cisco, and in April 2011 Cisco announced-release-content?type=webcontent&articleId=775104 it was shutting down the Flip line.",http://www.theflip.com,http://twitter.com/FlipVideoBrand,Cisco Systems,Cisco acquired Pure Digital Technologies in 2009,http://api.crunchbase.com/v/2/organization/pure-digital-technologies?user_key=0ebdc8274e821149894a240090945265
Pure Networks,http://www.crunchbase.com/organization/pure-networks,,"Pure Networks provides equipment management, content and digital services to individuals and companies.",2002,Web Hosting,"1201 3rd Avenue, Suite 900, Seattle, Washington, United States",Seattle,Washington,United States,"As of August 12, 2008, Pure Networks, Inc. was acquired by Cisco Systems, Inc. Pure Networks, Inc. provides networking software and services to home networking, small businesses, original equipment manufacturers, and broadband and Internet service providers in the United States. Its products include Network Magic Pro, which allows clients to set up, manage, and secure their network; Network Magic Essentials, which connects client's computers and devices; Network Magic for Mac that integrates Macintosh and Windows personal computers; Network Magic, a networking software that simplifies network configuration, assists with troubleshooting, and delivers a way to share printers, files, and pictures; Speed Meter Pro, a software utility that helps clients to diagnose and manage wireless, network, and Internet connection; and Networks Security Scan, a tool that finds potential wireless network security and Internet security vulnerabilities. The company's products for corporate customers comprise Networks Platform Technology, including Home Network Administration Protocol, a protocol that allows original equipment manufacturers to create customizable installations and configurations; Pure Networks Installation and Provisioning, a platform that allows for creation of custom software to automate device installation; and Pure Networks Application Development, a platform that facilitates creation and delivery of productivity and management tools; Pure Networks Support Solutions, the tools and technologies to help service providers reduce support costs; and Pure Networks Device Set up, a technology that enables original equipment manufacturers and broadband providers to improve network set up and maintenance. Pure Networks, Inc. was founded in 2002 and is based in Seattle, Washington.",http://www.purenetworks.com,,Cisco Systems,Cisco acquired Pure Networks in 2008,http://api.crunchbase.com/v/2/organization/pure-networks?user_key=0ebdc8274e821149894a240090945265
Qeyton Systems,http://www.crunchbase.com/organization/qeyton-systems,,Qeyton Systems was added to CrunchBase in 2010,,,,,,,,,,Cisco Systems,Cisco acquired Qeyton Systems in 2000,http://api.crunchbase.com/v/2/organization/qeyton-systems?user_key=0ebdc8274e821149894a240090945265
Radiata,http://www.crunchbase.com/organization/radiata,,"Radiata is a developer of high-speed wireless networking products for the home, small office or home office, enterprise and public area",1997,Public Relations,"303 Almaden Boulevard, Suite 600, San Jose, California, United States",San Jose,California,United States,"Radiata is a developer of high-speed wireless networking products for the home, small office or home office, enterprise and public area environments. Radiata is a privately held company with corporate headquarters in San Jose, California. There are research and development facilities based in Sydney, Australia. Radiata, Inc. operates as a subsidiary of Cisco Systems, Inc.",,,Cisco Systems,Cisco acquired Radiata in 2000,http://api.crunchbase.com/v/2/organization/radiata?user_key=0ebdc8274e821149894a240090945265
Reactivity,http://www.crunchbase.com/organization/reactivity,,"Reactivity provides technology to secure, accelerate, and manage XML and Web service environments in the enterprises.",1998,Enterprise Software,"1301 Shoreway Road, Suite 425, Belmont, California, United States",Belmont,California,United States,"Reactivity provided technology to secure, accelerate, and manage XML and Web service environments in the enterprises. The company offered XML Infrastructure appliances that were based on hardware combined with the XML operating system; Manager that enabled diverse professionals to define policies and monitor enforcement; Gateway-D, which provided developers and testers with a desktop form factor; and Gatekeeper that offers XML Web services security. The company was founded in 1998 and was based in Belmont, California.   It was acquired by Cisco in 2007.",,,Cisco Systems,Cisco acquired Reactivity in 2007,http://api.crunchbase.com/v/2/organization/reactivity?user_key=0ebdc8274e821149894a240090945265
Richards-Zeta Building Intelligence,http://www.crunchbase.com/organization/richards-zeta-building-intelligence,,Carbon-reducing Middleware Producer,,Software,,,,,"Richards-Zeta's intelligent middleware transforms building operational data into an IT-friendly format that easily integrates with existing applications. Its scalable, open platform enables the convergence of building systems onto an IP network. This integrated solution provides more effective management of energy consumption across an organization.",,,Cisco Systems,Cisco acquired Richards-Zeta Building Intelligence in 2009,http://api.crunchbase.com/v/2/organization/richards-zeta-building-intelligence?user_key=0ebdc8274e821149894a240090945265
